{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:37:18.015548', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:53:29.013915', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 55215, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:29.133789', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 55215, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:30.153908', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 58894, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:34.590636', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 58894, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:35.592943', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 58894, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:36.603926', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 58894, 'dest_port': 1900, 'timestamp': '2023-06-05 13:53:37.613789', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:54:27.775237', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:54:33.869518', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 53270, 'dest_port': 1900, 'timestamp': '2023-06-05 13:54:37.185207', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:55:24.223891', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:55:31.930947', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:55:31.931064', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:55:31.931135', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 61879, 'dest_port': 1900, 'timestamp': '2023-06-05 13:55:32.462291', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.22', 'type': 34, 'max_response_time': 0, 'timestamp': '2023-06-05 13:57:49.970009', 'total_length': 62, 'data': '04:00:00:00:ef:ff:ff:fa:04:00:00:00:e0:00:00:fb'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52969, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:49.970078', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.22', 'type': 34, 'max_response_time': 0, 'timestamp': '2023-06-05 13:57:49.970207', 'total_length': 54, 'data': '03:00:00:00:ef:ff:ff:fa'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.22', 'type': 34, 'max_response_time': 0, 'timestamp': '2023-06-05 13:57:49.970240', 'total_length': 54, 'data': '04:00:00:00:ef:ff:ff:fa'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:49.970268', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 53270, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:49.970334', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.22', 'type': 34, 'max_response_time': 0, 'timestamp': '2023-06-05 13:57:49.970446', 'total_length': 54, 'data': '04:00:00:00:ef:ff:ff:fa'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.116112', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.355490', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.376836', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52969, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:50.383225', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 49525, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:50.518973', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.961233', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.962862', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:57:50.964912', 'total_length': 92, 'data': 'd6:a3:01:10:00:01:00:00:00:00:00:00:20:46:48:46:41:45:42:45:45:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:50.998702', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.000443', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.127249', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.127735', 'total_length': 119, 'data': '00:00:84:00:00:00:00:02:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:1c:00:01:00:00:00:3c:00:10:fe:80:00:00:00:00:00:00:96:5c:4d:73:32:6b:f7:f9:c0:0c:00:01:00:01:00:00:00:3c:00:04:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.132918', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.134346', 'total_length': 119, 'data': '00:00:84:00:00:00:00:02:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:1c:00:01:00:00:00:3c:00:10:fe:80:00:00:00:00:00:00:96:5c:4d:73:32:6b:f7:f9:c0:0c:00:01:00:01:00:00:00:3c:00:04:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.370474', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52969, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:51.384605', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.402127', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 49525, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:51.519787', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:57:51.660301', 'total_length': 110, 'data': 'd6:a5:30:10:00:01:00:00:00:00:00:01:20:45:45:45:46:46:44:45:4c:46:45:45:50:46:41:43:4e:45:48:45:48:45:45:44:45:45:4e:44:4a:46:42:41:41:00:00:20:00:01:c0:0c:00:20:00:01:00:00:00:00:00:06:00:00:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:57:51.660426', 'total_length': 110, 'data': 'd6:a6:30:10:00:01:00:00:00:00:00:01:20:46:48:45:50:46:43:45:4c:45:48:46:43:45:50:46:46:46:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01:c0:0c:00:20:00:01:00:00:00:00:00:06:80:00:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:57:51.660494', 'total_length': 110, 'data': 'd6:a7:30:10:00:01:00:00:00:00:00:01:20:45:45:45:46:46:44:45:4c:46:45:45:50:46:41:43:4e:45:48:45:48:45:45:44:45:45:4e:44:4a:46:42:43:41:00:00:20:00:01:c0:0c:00:20:00:01:00:00:00:00:00:06:00:00:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:57:51.726922', 'total_length': 92, 'data': 'd6:a3:01:10:00:01:00:00:00:00:00:00:20:46:48:46:41:45:42:45:45:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:57:51.963115', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.977454', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:51.978540', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:52.009384', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:52.214678', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:57:52.215120', 'total_length': 119, 'data': '00:00:84:00:00:00:00:02:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:1c:00:01:00:00:00:3c:00:10:fe:80:00:00:00:00:00:00:96:5c:4d:73:32:6b:f7:f9:c0:0c:00:01:00:01:00:00:00:3c:00:04:ac:1b:20:01'}
